,Hexamethylenetetramine,4.1,UN1328,III,4.1,"A1, IB8, IP3, T1, TP33",151,213,240,25 kg,100 kg,A,74,,
,Manganese resinate,4.1,UN1330,III,4.1,"A1, IB6, T1, TP33 ",151,213,240,25 kg,100 kg,A,,,
,"Matches, strike anywhere",4.1,UN1331,III,4.1,,186,186,None,Forbidden,Forbidden,B,,,
,Metaldehyde,4.1,UN1332,III,4.1,"A1, IB8, IP3, T1, TP33",151,213,240,25 kg,100 kg,A,,,
,"Cerium, slabs, ingots, or rods",4.1,UN1333,II,4.1,"IB8, IP2, IP4, N34",None,212,240,15 kg,50 kg,A,,,
,"Naphthalene, crude or Naphthalene, refined",4.1,UN1334,III,4.1,"A1, IB8, IP3, T1, TP33 ",151,213,240,25 kg,100 kg,A,"74, 91",,
,"Nitroguanidine, wetted or Picrite, wetted with not less than 20 percent water, by mass",4.1,UN1336,I,4.1,"23, A8, A19, A20, N41",None,211,None,1 kg,15 kg,E,,,
,"Nitrostarch, wetted with not less than 20 percent water, by mass",4.1,UN1337,I,4.1,"23, A8, A19, A20, N41",None,211,None,1 kg,15 kg,D,28,,
,"Phosphorus, amorphous",4.1,UN1338,III,4.1,"A1, A19, B1, B9, B26, IB8, IP3",None,213,243,25 kg,100 kg,A,28,,
,"Phosphorus heptasulfide, free from yellow or white phosphorus",4.1,UN1339,II,4.1,"A20, IB4, N34, T3, TP33",None,212,240,15 kg,50 kg,B,74,,
,"Phosphorus pentasulfide, free from yellow or white phosphorus",4.3,UN1340,II,"4.3, 4.1","A20, B59, IB4, T3, TP33",151,212,242,15 kg,50 kg,B,74,,
,"Phosphorus sesquisulfide, free from yellow or white phosphorus",4.1,UN1341,II,4.1,"A20, IB4, N34, T3, TP33",None,212,240,15 kg,50 kg,B,74,,
,"Phosphorus trisulfide, free from yellow or white phosphorus",4.1,UN1343,II,4.1,"A20, IB4, N34, T3, TP33",None,212,240,15 kg,50 kg,B,74,,
,"Trinitrophenol, wetted with not less than 30 percent water, by mass",4.1,UN1344,I,4.1,"23, A8, A19, N41",None,211,None,1 kg,15 kg,E,74,,
,"Rubber scrap or Rubber shoddy, powdered or granulated, not exceeding 840 microns and rubber content exceeding 45%.",4.1,UN1345,II,4.1,"IB8, IP2, IP4",151,212,240,15 kg,50 kg,A,"28, 36",,
,"Silicon powder, amorphous",4.1,UN1346,III,4.1,"A1, IB8, IP3, T1, TP33",None,213,240,25 kg,100 kg,A,,,
,"Silver picrate, wetted with not less than 30 percent water, by mass",4.1,UN1347,I,4.1,23,None,211,None,Forbidden,Forbidden,D,74,,
,"Sodium dinitro-o-cresolate, wetted with not less than 15 percent water, by mass",4.1,UN1348,I,"4.1, 6.1","23, A8, A19, A20, N41",None,211,None,1 kg,15 kg,E,"28, 36",,
,"Sodium picramate, wetted with not less than 20 percent water, by mass",4.1,UN1349,I,4.1,"23, A8, A19, N41",None,211,None,Forbidden,15 kg,E,"28, 36",,
I,Sulfur,4.1,UN1350,III,4.1,"30, IB8, IP3, T1, TP33 ",None,None,240,25 kg,100 kg,A,"28, 36",,
,"Titanium powder, wetted with not less than 25 percent water (a visible excess of water must be present) (a) mechanically produced, particle size less than 53 microns; (b) chemically produced, particle size less than 840 microns",4.1,UN1352,II,4.1,"A19, A20, IB6, IP2, N34, T3, TP33",None,212,240,15 kg,50 kg,E,"19, 74",,
,"Fibers or Fabrics impregnated with weakly nitrated nitrocellulose, n.o.s.",4.1,UN1353,III,4.1,"A1, IB8, IP3",None,213,240,25 kg,100 kg,D,74,,
,"Trinitrobenzene, wetted with not less than 30 percent water, by mass",4.1,UN1354,I,4.1,"23, A2, A8, A19, N41",None,211,None,0.5 kg,0.5 kg,E,,,
,"Trinitrobenzoic acid, wetted with not less than 30 percent water, by mass",4.1,UN1355,I,4.1,"23, A2, A8, A19, N41",None,211,None,0.5 kg,0.5 kg,E,28,,
,"Trinitrotoluene, wetted with not less than 30 percent water, by mass",4.1,UN1356,I,4.1,"23, A2, A8, A19, N41",None,211,None,0.5 kg,0.5 kg,E,28,,
,"Urea nitrate, wetted with not less than 20 percent water, by mass",4.1,UN1357,I,4.1,"23, 39, A8, A19, N41",None,211,None,1 kg,15 kg,E,28,,
,"Zirconium powder, wetted with not less than 25 percent water (a visible excess of water must be present) (a) mechanically produced, particle size less than 53 microns; (b) chemically produced, particle size less than 840 microns",4.1,UN1358,II,4.1,"A19, A20, IB6, IP2, N34, T3, TP33",None,212,241,15 kg,50 kg,E,"28, 36",,
,Calcium phosphide,4.3,UN1360,I,"4.3, 6.1","A8, A19, N40",None,211,242,Forbidden,15 kg,E,74,,
I,"Carbon, animal or vegetable origin",4.2,UN1361,II,4.2,"IB6, T3, TP33",None,212,242,Forbidden,Forbidden,A,"40, 52, 85",,
I,"Carbon, animal or vegetable origin",4.2,UN1361,III,4.2,"IB8, IP3, T1, TP33",None,213,241,Forbidden,Forbidden,A,12,,
I,"Carbon, activated",4.2,UN1362,III,4.2,"IB8, IP3, T1, TP33",None,213,241,0.5 kg,0.5 kg,A,12,,
A W,Copra,4.2,UN1363,III,4.2,"IB8, IP3, IP7",None,213,241,Forbidden,Forbidden,A,12,,
A W,"Cotton waste, oily",4.2,UN1364,III,4.2,"IB8, IP3, IP7",None,213,None,Forbidden,Forbidden,A,"13, 19, 48, 119",,
A I W,"Cotton, wet",4.2,UN1365,III,4.2,"IB8, IP3, IP7 ",None,204,241,Forbidden,Forbidden,A,54,,
,Diethylzinc,4.2,UN1366,I,"4.2, 4.3","173, B11, T21, TP2, TP7",None,181,244,Forbidden,Forbidden,D,,,
,p-Nitrosodimethylaniline,4.2,UN1369,II,4.2,"A19, A20, IB6, IP2, N34, T3, TP33",None,212,241,15 kg,50 kg,D,18,,
,Dimethylzinc,4.2,UN1370,I,"4.2, 4.3","173, B11, B16, T21, TP2, TP7",None,181,244,Forbidden,Forbidden,D,34,,
"A, I, W","Fibers, animal or Fibers, vegetable burnt, wet or damp.",4.2,UN1372,III,4.2,,151,213,240,Forbidden,Forbidden,A,18,,
A W,"Fibers or Fabrics, animal or vegetable or Synthetic, n.o.s. with animal or vegetable oil",4.2,UN1373,III,4.2,"137, IB8, IP3, T1, TP33",None,213,241,Forbidden,Forbidden,A,,,
,"Fish meal, unstablized or Fish scrap, unstabilized",4.2,UN1374,II,4.2,"155, A1, A19, IB8, IP2, IP4, T3, TP33",None,212,241,15 kg,50 kg,B,,,
,"Iron oxide, spent, or Iron sponge, spent obtained from coal gas purification",4.2,UN1376,III,4.2,"B18, IB8, IP3, T1, TP33",None,213,240,Forbidden,Forbidden,E,"18, 128",,
,"Metal catalyst, wetted with a visible excess of liquid",4.2,UN1378,II,4.2,"A2, A8, IB1, N34, T3, TP33 ",None,212,None,Forbidden,50 kg,C,,,
,"Paper, unsaturated oil treated incompletely dried (including carbon paper)",4.2,UN1379,III,4.2,"IB8, IP3",None,213,241,Forbidden,Forbidden,A,,,
+,Pentaborane,4.2,UN1380,I,"4.2, 6.1",1,None,205,245,Forbidden,Forbidden,D,,,
,"Phosphorus, white dry or Phosphorus, white, under water or Phosphorus white, in solution or Phosphorus, yellow dry or Phosphorus, yellow, under water or Phosphorus, yellow, in solution",4.2,UN1381,I,"4.2, 6.1","B9, B26, N34, T9, TP3, TP31.",None,188,243,Forbidden,Forbidden,E,,,
,"Potassium sulfide, anhydrous or Potassium sulfide with less than 30 percent water of crystallization",4.2,UN1382,II,4.2,"A19, A20, B16, IB6, IP2, N34, T3, TP33",None,212,241,15 kg,50 kg,A,,,
G,"Pyrophoric metals, n.o.s., or Pyrophoric alloys, n.o.s.",4.2,UN1383,I,4.2,"B11, T21, TP7, TP33",None,187,242,Forbidden,Forbidden,D,52,,
,Sodium dithionite or Sodium hydrosulfite,4.2,UN1384,II,4.2,"A19, A20, IB6, IP2, T3, TP33",None,212,241,15 kg,50 kg,E,,,
,"Sodium sulfide, anhydrous or Sodium sulfide with less than 30 percent water of crystallization",4.2,UN1385,II,4.2,"A19, A20, IB6, IP2, N34, T3, TP33",None,212,241,15 kg,50 kg,A,13,,
I,Seed cake with more than 1.5 percent oil and not more than 11 percent moisture,4.2,UN1386,III,None,"IB8, IP3, IP7, N7",None,213,241,Forbidden,Forbidden,E,52,,
,"Seed cake, containing vegetable oil solvent extractions and expelled seeds, with not more than 10 percent of oil and when the amount of moisture is higher than 11 percent, with not more than 20 percent of oil and moisture combined",4.2,UN1386,III,None,"IB8, IP3, IP7, N7",None,213,241,Forbidden,Forbidden,A,13,,
"A, I, W","Wool waste, wet",4.2,UN1387,III,4.2,,151,213,240,Forbidden,Forbidden,A,13,,
,"Alkali metal amalgam, liquid",4.3,UN1389,I,4.3,"A2, A3, A7, N34",None,201,244,Forbidden,1 L,D,,,
,"Alkali metal amalgam, solid",4.3,UN1389,I,4.3,"IB4, IP1, N40",None,211,242,Forbidden,15 kg,D,"40, 52",,
,Alkali metal amides,4.3,UN1390,II,4.3,"A6, A7, A8, A19, A20, IB7, IP2, T3, TP33",151,212,241,15 kg,50 kg,E,,,
,"Alkali metal dispersions, or Alkaline earth metal dispersions",4.3,UN1391,I,4.3,"A2, A3, A7",None,201,244,Forbidden,1 L,D,"40, 52",,
,"Alkaline earth metal amalgams, liquid",4.3,UN1392,I,4.3,"A19, N34, N40",None,201,244,Forbidden,1 L,E,52,,
,"Alkaline earth metal alloys, n.o.s.",4.3,UN1393,II,4.3,"A19, IB7, IP2, T3, TP33",151,212,241,15 kg,50 kg,E,"40, 52",,
,Aluminum carbide,4.3,UN1394,II,4.3,"A20, IB7, IP2, N41, T3, TP33",151,212,242,15 kg,50 kg,A,52,,
,Aluminum ferrosilicon powder,4.3,UN1395,II,"4.3, 6.1","A19, IB5, IP2, T3, TP33",151,212,242,15 kg,50 kg,A,52,,
,Aluminum ferrosilicon powder,4.3,UN1395,III,"4.3, 6.1","A19, A20, IB4",151,213,241,25 kg,100 kg,A,"39, 40, 52, 53, 85, 103",,
,"Aluminum powder, uncoated",4.3,UN1396,II,4.3,"A19, A20, IB7, IP2, T3, TP33",151,212,242,15 kg,50 kg,A,"39, 40, 52, 53, 85, 103",,
,"Aluminum powder, uncoated",4.3,UN1396,III,4.3,"A19, A20, IB8, IP4, T1, TP33",151,213,241,25 kg,100 kg,A,"39, 52, 53",,
,Aluminum phosphide,4.3,UN1397,I,"4.3, 6.1","A8, A19, N40",None,211,242,Forbidden,15 kg,E,"39, 52, 53",,
,"Aluminum silicon powder, uncoated",4.3,UN1398,III,4.3,"A1, A19, IB8, IP4, T1, TP33",151,213,241,25 kg,100 kg,A,"40, 52, 85",,
,Barium,4.3,UN1400,II,4.3,"A19, IB7, IP2, T3, TP33",151,212,241,15 kg,50 kg,E,"39,40, 52, 53, 85, 103",,
,Calcium,4.3,UN1401,II,4.3,"IB7, IP2, T3, TP33",151,212,241,15 kg,50 kg,E,52,,
,Calcium carbide,4.3,UN1402,I,4.3,"A1, A8, B55, B59, IB4, IP1, N34, T9, TP7, TP33",None,211,242,Forbidden,15 kg,B,52,,
,Calcium carbide,4.3,UN1402,II,4.3,"A1, A8, B55, B59, IB7, IP2, N34, T3, TP33",151,212,241,15 kg,50 kg,B,52,,
,Calcium cyanamide with more than 0.1 percent of calcium carbide,4.3,UN1403,III,4.3,"A1, A19, IB8, IP4, T1, TP33",151,213,241,25 kg,100 kg,A,52,,
,Calcium hydride,4.3,UN1404,I,4.3,"A19, N40",None,211,242,Forbidden,15 kg,E,52,,
,Calcium silicide,4.3,UN1405,II,4.3,"A19, IB7, IP2, T3, TP33",151,212,241,15 kg,50 kg,B,52,,
,Calcium silicide,4.3,UN1405,III,4.3,"A1, A19, IB8, IP4, T1, TP33",151,213,241,25 kg,100 kg,B,"52,85, 103",,
,Cesium or Caesium,4.3,UN1407,I,4.3,"A7, A19, IB4, IP1, N34, N40",None,211,242,Forbidden,15 kg,D,"52, 85, 103",,
,"Ferrosilicon, with 30 percent or more but less than 90 percent silicon",4.3,UN1408,III,"4.3, 6.1","A1, B6, A19, IB8, IP4, IP7, T1, TP33",151,213,240,25 kg,100 kg,A,52,,
,"Metal hydrides, water reactive, n.o.s.",4.3,UN1409,I,4.3,"A19, N34, N40",None,211,242,Forbidden,15 kg,D,"13, 40, 52, 53, 85, 103",,
,"Metal hydrides, water reactive, n.o.s.",4.3,UN1409,II,4.3,"A19, IB4, N34, N40, T3, TP33",151,212,242,15 kg,50 kg,D,52,,
,Lithium aluminum hydride,4.3,UN1410,I,4.3,A19,None,211,242,Forbidden,15 kg,E,52,,
,"Lithium aluminum hydride, ethereal",4.3,UN1411,I,"4.3, 3","A2, A3, A11, N34",None,201,244,Forbidden,1 L,D,52,,
,Lithium borohydride,4.3,UN1413,I,4.3,"A19, N40",None,211,242,Forbidden,15 kg,E,40,,
,Lithium hydride,4.3,UN1414,I,4.3,"A19, N40",None,211,242,Forbidden,15 kg,E,52,,
,Lithium,4.3,UN1415,I,4.3,"A7, A19, IB4, IP1, N45",None,211,244,Forbidden,15 kg,E,52,,
,Lithium silicon,4.3,UN1417,II,4.3,"A19, A20, IB7, IP2, T3, TP33",151,212,241,15 kg,50 kg,A,52,,
,"Magnesium, powder or Magnesium alloys, powder",4.3,UN1418,I,"4.3, 4.2","A19, B56",None,211,244,Forbidden,15 kg,A,"85, 103",,
,"Magnesium, powder or Magnesium alloys, powder",4.3,UN1418,II,"4.3, 4.2","A19, B56, IB5, IP2, T3, TP33",None,212,241,15 kg,50 kg,A,"39, 52",,
,"Magnesium, powder or Magnesium alloys, powder",4.3,UN1418,III,"4.3, 4.2","A19, B56, IB8, IP4, T1, TP33",None,213,241,25 kg,100 kg,A,"39, 52",,
,Magnesium aluminum phosphide,4.3,UN1419,I,"4.3, 6.1","A19, N34, N40",None,211,242,Forbidden,15 kg,E,"39, 52",,
,"Potassium, metal alloys, liquid",4.3,UN1420,I,4.3,"A7, A19, A20, B27",None,201,244,Forbidden,1 L,E,"40, 52, 85",,
,"Alkali metal alloys, liquid, n.o.s.",4.3,UN1421,I,4.3,"A2, A3, A7, B48, N34",None,201,244,Forbidden,1 L,D,"40, 52",,
,"Potassium sodium alloys, liquid",4.3,UN1422,I,4.3,"A7, A19, B27, N34, N40, T9, TP3, TP7, TP31",None,201,244,Forbidden,1 L,E,52,,
,Rubidium,4.3,UN1423,I,4.3,"22, A7, A19, IB4, IP1, N34, N40, N45",None,211,242,Forbidden,15 kg,D,"40, 52",,
,Sodium borohydride,4.3,UN1426,I,4.3,N40,None,211,242,Forbidden,15 kg,E,52,,
,Sodium hydride,4.3,UN1427,I,4.3,"A19, N40",None,211,242,Forbidden,15 kg,E,52,,
,Sodium,4.3,UN1428,I,4.3,"A7, A8, A19, A20, B9, B48, B68, IB4, IP1, N34, T9, TP7, TP33, TP46",None,211,244,Forbidden,15 kg,D,52,,
,Sodium methylate,4.2,UN1431,II,"4.2, 8","A7, A19, IB5, IP2, T3, TP33",None,212,242,15 kg,50 kg,B,52,,
,Sodium phosphide,4.3,UN1432,I,"4.3, 6.1","A19, N40",None,211,None,Forbidden,15 kg,E,,,
,Stannic phosphide,4.3,UN1433,I,"4.3, 6.1","A19, N40",None,211,242,Forbidden,15 kg,E,"40, 52, 85",,
,Zinc ashes,4.3,UN1435,III,4.3,"A1, A19, IB8, IP4, T1, TP33",151,213,241,25 kg,100 kg,A,"40, 52, 85",,
,Zinc powder or Zinc dust,4.3,UN1436,I,"4.3, 4.2","A19, IB4, IP1, N40",None,211,242,Forbidden,15 kg,A,,,
,Zinc powder or Zinc dust,4.3,UN1436,II,"4.3, 4.2","A19, IB7, IP2, T3, TP33",None,212,242,15 kg,50 kg,A,"52, 53",,
,Zinc powder or Zinc dust,4.3,UN1436,III,"4.3, 4.2","IB8, IP4, T1, TP33",None,213,242,25 kg,100 kg,A,"52, 53",,
,Zirconium hydride,4.1,UN1437,II,4.1,"A19, A20, IB4, N34, T3, TP33",None,212,240,15 kg,50 kg,E,"52, 53",,
,Aluminum nitrate,5.1,UN1438,III,5.1,"A1, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,,,
,Ammonium dichromate,5.1,UN1439,II,5.1,"IB8, IP2, IP4, T3, TP33",152,212,242,5 kg,25 kg,A,,,
,Ammonium perchlorate,5.1,UN1442,II,5.1,"107, A9, IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,E,52,,
,Ammonium persulfate,5.1,UN1444,III,5.1,"A1, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,"58, 69, 106",,
,"Barium chlorate, solid",5.1,UN1445,II,"5.1, 6.1","A9, IB6, IP2, N34, T3, TP33",152,212,242,5 kg,25 kg,A,,,
,Barium nitrate,5.1,UN1446,II,"5.1, 6.1","IB8, IP2, IP4, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58",,
,"Barium perchlorate, solid",5.1,UN1447,II,"5.1, 6.1","IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,A,,,
,Barium permanganate,5.1,UN1448,II,"5.1, 6.1","IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,D,"56, 58",,
,Barium peroxide,5.1,UN1449,II,"5.1, 6.1","A9, IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58, 138",,
,"Bromates, inorganic, n.o.s.",5.1,UN1450,II,5.1,"IB8, IP2, IP4, T3, TP33",152,212,242,5 kg,25 kg,A,"13, 52, 56, 75",,
,Cesium nitrate or Caesium nitrate,5.1,UN1451,III,5.1,"A1, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,"56, 58",,
,Calcium chlorate,5.1,UN1452,II,5.1,"A9, IB8, IP2, IP4, N34, T3, TP33",152,212,242,5 kg,25 kg,A,,,
,Calcium chlorite,5.1,UN1453,II,5.1,"A9, IB8, IP2, IP4, N34, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58",,
,Calcium nitrate,5.1,UN1454,III,5.1,"34, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,"56, 58",,
,Calcium perchlorate,5.1,UN1455,II,5.1,"IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,A,,,
,Calcium permanganate,5.1,UN1456,II,5.1,"IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,D,"56, 58",,
,Calcium peroxide,5.1,UN1457,II,5.1,"IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58, 138",,
,Chlorate and borate mixtures,5.1,UN1458,II,5.1,"A9, IB8, IP2, IP4, N34, T3, TP33",152,212,240,5 kg,25 kg,A,"13, 52, 56, 75",,
,Chlorate and borate mixtures,5.1,UN1458,III,5.1,"A9, IB8, IP3, N34, T1, TP33",152,213,240,25 kg,100 kg,A,"56, 58",,
,"Chlorate and magnesium chloride mixtures, solid",5.1,UN1459,II,5.1,"A9, IB8, IP2, IP4, N34, T3, TP33",152,212,240,25 kg,100 kg,A,"56, 58",,
,"Chlorates, inorganic, aqueous solution, n.o.s. ",5.1,UN1461,III,5.1,"IB2, T4, TP1",152,203,241,2.5 L,30 L ,B,"56, 58",,
,"Chlorates, inorganic, n.o.s.",5.1,UN1461,II,5.1,"A9, IB6, IP2, N34, T3, TP33 ",152,212,242,5 kg,25 kg,A,"56, 58",,
,"Chlorites, inorganic, n.o.s.",5.1,UN1462,II,5.1,"A7, IB6, IP2, N34, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58, 133",,
,"Chromium trioxide, anhydrous",5.1,UN1463,II,"5.1, 6.1, 8","IB8, IP4, T3, TP33",None,212,242,5 kg,25 kg,A,"56, 58",,
,Didymium nitrate,5.1,UN1465,III,5.1,"A1, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,,,
,Ferric nitrate,5.1,UN1466,III,5.1,"A1, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,,,
,Guanidine nitrate,5.1,UN1467,III,5.1,"A1, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,,,
,Lead nitrate,5.1,UN1469,II,"5.1, 6.1","IB8, IP2, IP4, T3, TP33",152,212,242,5 kg,25 kg,A,73,,
,"Lead perchlorate, solid",5.1,UN1470,II,"5.1, 6.1","IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,A,,,
,"Lithium hypochlorite, dry with more than 39% available chlorine (8.8% available oxygen) or Lithium hypochlorite mixtures, dry [with more than 39% available chlorine (8.8% available oxygen)",5.1,UN1471,II,5.1,"A9, IB8, IP2, IP4, N34",152,212,240,5 kg,25 kg,A,"56, 58",,
,Lithium peroxide,5.1,UN1472,II,5.1,"A9, IB6, IP2, N34, T3, TP33",152,212,None,5 kg,25 kg,A,"4, 48, 52, 56, 58, 69, 106, 116",,
,Magnesium bromate,5.1,UN1473,II,5.1,"A1, IB8, IP4, T3, TP33",152,212,242,5 kg,25 kg,A,"13, 52, 66, 75",,
,Magnesium nitrate,5.1,UN1474,III,5.1,"A1, IB8, IP3, T1, TP33 ",152,213,240,25 kg,100 kg,A,"56, 58",,
,Magnesium perchlorate,5.1,UN1475,II,5.1,"IB6, IP2, T3, TP33 ",152,212,242,5 kg,25 kg,A,,,
,Magnesium peroxide,5.1,UN1476,II,5.1,"IB6, IP2, T3, TP33 ",152,212,242,5 kg,25 kg,A,"56, 58",,
,"Nitrates, inorganic, n.o.s.",5.1,UN1477,III,5.1,"IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,"13, 52, 66, 75",,
,"Nitrates, inorganic, n.o.s.",5.1,UN1477,II,5.1,"IB8, IP2, IP4, T3, TP33 ",152,212,240,5 kg,25 kg,A,"56, 58",,
G,"Oxidizing solid, n.o.s.",5.1,UN1479,I,5.1,"IB6, IP1",None,211,242,1 kg,15 kg,D,"56, 58",,
G,"Oxidizing solid, n.o.s.",5.1,UN1479,II,5.1,"IB8, IP2, IP4, T3, TP33",152,212,240,5 kg,25 kg,B,"56, 58, 106, 138",,
G,"Oxidizing solid, n.o.s.",5.1,UN1479,III,5.1,"IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,B,"56, 58, 106, 138",,
,"Perchlorates, inorganic, n.o.s.",5.1,UN1481,II,5.1,"IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58, 106, 138",,
,"Perchlorates, inorganic, n.o.s.",5.1,UN1481,III,5.1,"IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,"56, 58",,
,"Permanganates, inorganic, n.o.s.",5.1,UN1482,II,5.1,"26, A30, IB6, IP2, T3, TP33 ",152,212,242,5 kg,25 kg,D,"56, 58",,
,"Permanganates, inorganic, n.o.s.",5.1,UN1482,III,5.1,"26, A30, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,D,"56, 58, 138",,
,"Peroxides, inorganic, n.o.s.",5.1,UN1483,II,5.1,"A7, A20, IB6, IP2, N34, T3, TP33",None,212,242,5 kg,25 kg,A,"56, 58, 138",,
,"Peroxides, inorganic, n.o.s.",5.1,UN1483,III,5.1,"A7, A20, IB8, IP3, N34, T1, TP33",152,213,240,25 kg,100 kg,A,"13, 52, 66, 75",,
,Potassium bromate,5.1,UN1484,II,5.1,"IB8, IP4, T3, TP33",152,212,242,5 kg,25 kg,A,"13, 52, 66, 75",,
,Potassium chlorate,5.1,UN1485,II,5.1,"A9, IB8, IP4, N34, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58",,
,Potassium nitrate,5.1,UN1486,III,5.1,"A1, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,"56, 58",,
,Potassium nitrate and sodium nitrite mixtures,5.1,UN1487,II,5.1,"B78, IB8, IP4, T3, TP33",152,212,240,5 kg,25 kg,A,,,
,Potassium nitrite,5.1,UN1488,II,5.1,"IB8, IP4, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58",,
,Potassium perchlorate,5.1,UN1489,II,5.1,"IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58",,
,Potassium permanganate,5.1,UN1490,II,5.1,"IB8, IP4, T3, TP33",152,212,240,5 kg,25 kg,D,"56, 58",,
,Potassium peroxide,5.1,UN1491,I,5.1,"A20, IB6, IP1, N34",None,211,None,Forbidden,15 kg,B,"56, 58, 138",,
,Potassium persulfate,5.1,UN1492,III,5.1,"A1, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,"13, 52, 66, 75",,
,Silver nitrate,5.1,UN1493,II,5.1,"IB8, IP4, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58",,
,Sodium bromate,5.1,UN1494,II,5.1,"IB8, IP4, T3, TP33",152,212,242,5 kg,25 kg,A,,,
,Sodium chlorate,5.1,UN1495,II,5.1,"A9, IB8, IP4, N34, T3, TP33",152,212,240,5 kg,25 kg,A,"56, 58",,
,Sodium chlorite,5.1,UN1496,II,5.1,"A9, IB8, IP2, IP4, N34, T3, TP33",None,212,242,5 kg,25 kg,A,"56, 58",,
,Sodium nitrate,5.1,UN1498,III,5.1,"A1, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,"56, 58",,
,Sodium nitrate and potassium nitrate mixtures,5.1,UN1499,III,5.1,"A1, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,,,
,Sodium nitrite,5.1,UN1500,III,"5.1, 6.1","A1, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,,,
,Sodium perchlorate,5.1,UN1502,II,5.1,"IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58",,
,Sodium permanganate,5.1,UN1503,II,5.1,"IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,D,"56, 58"
,Sodium peroxide,5.1,UN1504,I,5.1,"A20, IB5, IP1, N34",None,211,None,Forbidden,15 kg,B,"56, 58, 138"
,Sodium persulfate,5.1,UN1505,III,5.1,"A1, IB8, IP3, T1, TP33 ",152,213,240,25 kg,100 kg,A,"13, 52, 66, 75"
,Strontium chlorate,5.1,UN1506,II,5.1,"A1, A9, IB8, IP2, IP4, N34, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58"
,Strontium nitrate,5.1,UN1507,III,5.1,"A1, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,"56, 58"
,Strontium perchlorate,5.1,UN1508,II,5.1,"IB6, IP2, T3, TP33 ",152,212,242,5 kg,25 kg,A,
,Strontium peroxide,5.1,UN1509,II,5.1,"IB6, IP2, T3, TP33 ",152,212,242,5 kg,25 kg,A,"56, 58"
+,Tetranitromethane,5.1,UN1510,I,"5.1, 6.1","2, B9, B14, B32, B74, T20, TP2, TP13, TP38, TP44",None,227,None,Forbidden,Forbidden,D,"13, 52, 66, 75"
,Urea hydrogen peroxide,5.1,UN1511,III,"5.1, 8","A1, A7, A29, IB8, IP3, T1, TP33",152,213,240,25 kg,100 kg,A,"40, 66"
,Zinc ammonium nitrite,5.1,UN1512,II,5.1,"IB8, IP4, T3, TP33",None,212,242,5 kg,25 kg,E,13
,Zinc chlorate,5.1,UN1513,II,5.1,"A9, IB8, IP2, IP4, N34, T3, TP33",152,212,242,5 kg,25 kg,A,
,Zinc nitrate,5.1,UN1514,II,5.1,"IB8, IP4, T3, TP33",152,212,240,5 kg,25 kg,A,"56, 58     "
,Zinc permanganate,5.1,UN1515,II,5.1,"IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,D,
,Zinc peroxide,5.1,UN1516,II,5.1,"IB6, IP2, T3, TP33",152,212,242,5 kg,25 kg,A,"56, 58, 138               "
,"Zirconium picramate, wetted with not less than 20 percent water, by mass",4.1,UN1517,I,4.1,"23, N41",None,211,None,1 kg,15 kg,D,"13, 75                 "
